source,source_id,company,title,url,location,remote_status,florida_eligible,salary_min,salary_max,score,decision,reasons,gaps
lever,b7bf2a2e-2e85-4116-92da-470eb4be3672,Agile Defense,Java Developer,https://jobs.lever.co/agile-defense/b7bf2a2e-2e85-4116-92da-470eb4be3672,"Rosslyn, VA",hybrid,,,,13,verify,"Role-family alignment: +5. | Evidence-aligned keywords (workflow, automation, ai): +8.",Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,889e466e-8060-4506-ae32-fc4d59ddf487,Agile Defense,Lead Product Manager,https://jobs.lever.co/agile-defense/889e466e-8060-4506-ae32-fc4d59ddf487,"Arlington, VA",onsite,,,,13,verify,"Role-family alignment: +5. | Evidence-aligned keywords (workflow, stakeholder, ai): +8.",Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,49bfefa5-b6f6-49fd-9548-cea453483eb7,Agile Defense,MSS Developer,https://jobs.lever.co/agile-defense/49bfefa5-b6f6-49fd-9548-cea453483eb7,"Peterson Space Force Base, CO",onsite,,,,13,verify,"Role-family alignment: +5. | Evidence-aligned keywords (workflow, stakeholder, ai): +8.",Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,2b888272-831e-46b4-9558-43d5c6cb462f,Agile Defense,Project Analyst,https://jobs.lever.co/agile-defense/2b888272-831e-46b4-9558-43d5c6cb462f,"Colorado Springs, CO",onsite,,,,13,verify,"Role-family alignment: +5. | Evidence-aligned keywords (automation, stakeholder, ai): +8.",Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,7cd71faa-5b4b-4476-ace6-0a19623569cf,Rover,Trust and Safety Agent - French Speaking (Mon-Fri),https://jobs.lever.co/rover/7cd71faa-5b4b-4476-ace6-0a19623569cf,Spain,onsite,,,,13,verify,"Role-family alignment: +5. | Evidence-aligned keywords (crm, workflow, ai): +8.",Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,a9df3669-d156-4d19-ab06-1e3e2dab2f98,Rover,Trust and Safety Agent - French Speaking (Tue-Sat),https://jobs.lever.co/rover/a9df3669-d156-4d19-ab06-1e3e2dab2f98,Spain,onsite,,,,13,verify,"Role-family alignment: +5. | Evidence-aligned keywords (crm, workflow, ai): +8.",Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,1c334d74-861c-4872-8906-499e1d4202ce,Rover,Trust and Safety Agent - German Speaking (Mon-Fri),https://jobs.lever.co/rover/1c334d74-861c-4872-8906-499e1d4202ce,Spain,onsite,,,,13,verify,"Role-family alignment: +5. | Evidence-aligned keywords (crm, workflow, ai): +8.",Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,2acc93fa-a8e5-4c9a-811e-44542637c884,Rover,Trust and Safety Agent - German Speaking (Tue-Sat),https://jobs.lever.co/rover/2acc93fa-a8e5-4c9a-811e-44542637c884,Spain,onsite,,,,13,verify,"Role-family alignment: +5. | Evidence-aligned keywords (crm, workflow, ai): +8.",Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,5c3c42e1-baac-42a9-b195-c65e0b3e4573,Vida Health,Senior Product Manager- Member Experience,https://jobs.lever.co/vida/5c3c42e1-baac-42a9-b195-c65e0b3e4573,United States,onsite,,,,13,verify,"Role-family alignment: +5. | Evidence-aligned keywords (workflow, stakeholder, ai): +8.",Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,02d3f6da-4fa6-46b1-9c1c-29ca0e9223f7,Agile Defense,Business & Documentation Admin (Procurement & Operations),https://jobs.lever.co/agile-defense/02d3f6da-4fa6-46b1-9c1c-29ca0e9223f7,"Fort Huachuca, AZ",onsite,,,,11,verify,"Role-family alignment: +5. | Evidence-aligned keywords (operations, ai): +6.",Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,c60baeed-03a4-49c7-bb0f-08041c683120,Agile Defense,Common Data Link (CDL) Test & Evaluation Analyst,https://jobs.lever.co/agile-defense/c60baeed-03a4-49c7-bb0f-08041c683120,"Fort Huachuca, AZ",onsite,,,,11,verify,"Role-family alignment: +5. | Evidence-aligned keywords (operations, ai): +6.",Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,857da9ba-80c8-4155-b659-a28390fa524a,Agile Defense,Network Design Engineer Lead,https://jobs.lever.co/agile-defense/857da9ba-80c8-4155-b659-a28390fa524a,"McLean, VA",onsite,,,,11,verify,"Role-family alignment: +5. | Evidence-aligned keywords (program management, ai): +6.",Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,4e73ee21-938a-4594-99e7-55026b711583,Agile Defense,Software/CNO Developer,https://jobs.lever.co/agile-defense/4e73ee21-938a-4594-99e7-55026b711583,"Fort Meade, MD",onsite,,,,11,verify,"Role-family alignment: +5. | Evidence-aligned keywords (implementation, ai): +6.",Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,9b9c06b5-d902-4d0c-b520-fad21af395e6,Agile Defense,System Administrator (TTC) I,https://jobs.lever.co/agile-defense/9b9c06b5-d902-4d0c-b520-fad21af395e6,"Shaw AFB, SC",onsite,,,,11,verify,"Role-family alignment: +5. | Evidence-aligned keywords (operations, ai): +6.",Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,75c44799-f4fe-47ac-bf05-a68b0e545c15,Agile Defense,System Administrator I,https://jobs.lever.co/agile-defense/75c44799-f4fe-47ac-bf05-a68b0e545c15,"Shaw AFB, SC",onsite,,,,11,verify,"Role-family alignment: +5. | Evidence-aligned keywords (operations, ai): +6.",Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,4d37db04-1b03-4156-9ef1-215b0234bf3f,Agile Defense,Technical Writer (CBP),https://jobs.lever.co/agile-defense/4d37db04-1b03-4156-9ef1-215b0234bf3f,"Ashburn, VA",onsite,,,,11,verify,"Role-family alignment: +5. | Evidence-aligned keywords (operations, ai): +6.",Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,7575ac08-5263-4fd4-91bd-063e4e7de809,BAMKO,Bilingual Human Resources Coordinator,https://jobs.lever.co/bamko/7575ac08-5263-4fd4-91bd-063e4e7de809,"Phoenix, AZ",onsite,,,,11,verify,"Role-family alignment: +5. | Evidence-aligned keywords (operations, ai): +6.",Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,c71cbfaa-bec4-42f7-a0b5-ed502ec9f034,Swiftly,Senior Account Manager — Talent Community,https://jobs.lever.co/goswift/c71cbfaa-bec4-42f7-a0b5-ed502ec9f034,United States,onsite,,,,11,verify,"Role-family alignment: +5. | Evidence-aligned keywords (operations, ai): +6.",Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,8bb8dcbd-18c4-4e9a-a204-25948d6380e4,Agile Defense,Intelligence Production Editor,https://jobs.lever.co/agile-defense/8bb8dcbd-18c4-4e9a-a204-25948d6380e4,"Rosslyn, VA",onsite,,,,10,verify,"Role-family alignment: +5. | Evidence-aligned keywords (stakeholder, ai): +5.",Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,03bdcf23-c2e5-401d-a5f9-7e5cd1c7b726,Agile Defense,JCWA Operational Test Analyst,https://jobs.lever.co/agile-defense/03bdcf23-c2e5-401d-a5f9-7e5cd1c7b726,"Fort Huachuca, AZ",onsite,,,,10,verify,"Role-family alignment: +5. | Evidence-aligned keywords (stakeholder, ai): +5.",Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,a65bd26e-7b3e-4a95-b57d-5d722ced8176,Agile Defense,Software Engineer III,https://jobs.lever.co/agile-defense/a65bd26e-7b3e-4a95-b57d-5d722ced8176,"St Louis, MO",onsite,,,,10,verify,"Role-family alignment: +5. | Evidence-aligned keywords (project management, ai): +5.",Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,a825940e-3c09-408a-bfe8-a4f14c9f2c9a,Rover,Lead/Senior Software Engineer,https://jobs.lever.co/rover/a825940e-3c09-408a-bfe8-a4f14c9f2c9a,Barcelona,hybrid,,,,10,verify,"Role-family alignment: +5. | Evidence-aligned keywords (workflow, ai): +5.",Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,563f814d-0fe9-4160-98cd-f83303ac75df,Agile Defense,Cyber Threat Intelligence Analyst,https://jobs.lever.co/agile-defense/563f814d-0fe9-4160-98cd-f83303ac75df,"Arlington, VA",onsite,,,,7,verify,Role-family alignment: +5. | Evidence-aligned keywords (ai): +2.,Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,94247658-42cf-430b-8356-3d04afba0102,Agile Defense,Enterprise Architect (MBSE),https://jobs.lever.co/agile-defense/94247658-42cf-430b-8356-3d04afba0102,"Pensacola, FL",onsite,,,,7,verify,Role-family alignment: +5. | Evidence-aligned keywords (ai): +2.,Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,0021fdc9-57b9-4aee-935f-a57fffeb8e03,Agile Defense,Graphic Designer,https://jobs.lever.co/agile-defense/0021fdc9-57b9-4aee-935f-a57fffeb8e03,"Washington, D.C.",onsite,,,,7,verify,Role-family alignment: +5. | Evidence-aligned keywords (ai): +2.,Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,abf074b5-ed5f-46d5-8457-89166a18953b,Agile Defense,Help Desk Analyst,https://jobs.lever.co/agile-defense/abf074b5-ed5f-46d5-8457-89166a18953b,"Quantico, VA",onsite,,,,7,verify,Role-family alignment: +5. | Evidence-aligned keywords (ai): +2.,Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,dc1b9889-cfe7-436c-9529-88e3d07c1efe,Agile Defense,Help Desk Analyst,https://jobs.lever.co/agile-defense/dc1b9889-cfe7-436c-9529-88e3d07c1efe,"Quantico, VA",onsite,,,,7,verify,Role-family alignment: +5. | Evidence-aligned keywords (ai): +2.,Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,f3fb0d44-08c5-450c-92b3-1b4660835e2c,Agile Defense,Open Source Research Specialist II - Night Shift,https://jobs.lever.co/agile-defense/f3fb0d44-08c5-450c-92b3-1b4660835e2c,"Rosslyn, VA",onsite,,,,7,verify,Role-family alignment: +5. | Evidence-aligned keywords (ai): +2.,Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,446e948b-bbb6-4784-86ed-a930d7dacd9e,Agile Defense,"Sales Engineer, Embedded AI",https://jobs.lever.co/agile-defense/446e948b-bbb6-4784-86ed-a930d7dacd9e,"McLean, VA",hybrid,,,,7,verify,Role-family alignment: +5. | Evidence-aligned keywords (ai): +2.,Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,4d5254dd-8366-4983-9156-a7f989fea964,Agile Defense,Software Developer I,https://jobs.lever.co/agile-defense/4d5254dd-8366-4983-9156-a7f989fea964,"Aberdeen Proving Ground, MD",hybrid,,,,7,verify,Role-family alignment: +5. | Evidence-aligned keywords (ai): +2.,Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,7798d63a-674f-4e35-829c-3852505c40bc,Agile Defense,System Engineer (MBSE),https://jobs.lever.co/agile-defense/7798d63a-674f-4e35-829c-3852505c40bc,"St Louis, MO",hybrid,,,,7,verify,Role-family alignment: +5. | Evidence-aligned keywords (ai): +2.,Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,2fbfde22-0a6c-400c-b495-fb1070beabb7,Agile Defense,Test & Evaluation Specialist,https://jobs.lever.co/agile-defense/2fbfde22-0a6c-400c-b495-fb1070beabb7,"Fort Huachuca, AZ",onsite,,,,7,verify,Role-family alignment: +5. | Evidence-aligned keywords (ai): +2.,Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,47266731-ae74-43bc-9d25-13d9662b628c,Arcadia,Office Support Coordinator,https://jobs.lever.co/arcadia/47266731-ae74-43bc-9d25-13d9662b628c,"Boston, MA",onsite,,,,7,verify,Role-family alignment: +5. | Evidence-aligned keywords (ai): +2.,Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,034d843a-cd17-4ecc-84f9-be6a2cc6228b,BAMKO,Regional Sales Representative,https://jobs.lever.co/bamko/034d843a-cd17-4ecc-84f9-be6a2cc6228b,"Atlanta, GA",onsite,,,,7,verify,Role-family alignment: +5. | Evidence-aligned keywords (ai): +2.,Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,21376cdb-4a9c-4ba9-b6d1-ee350d09cc0f,Rover,Software Engineer,https://jobs.lever.co/rover/21376cdb-4a9c-4ba9-b6d1-ee350d09cc0f,Barcelona,hybrid,,,,7,verify,Role-family alignment: +5. | Evidence-aligned keywords (ai): +2.,Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,b86ead18-1ef0-4847-a59a-b7e951d4de94,Agile Defense,Security Analyst,https://jobs.lever.co/agile-defense/b86ead18-1ef0-4847-a59a-b7e951d4de94,"China Lake, CA",onsite,,,,2,verify,"Role-family alignment: +5. | Evidence-aligned keywords (implementation, stakeholder, ai): +9.",Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified. | Posting contains a likely hard credential barrier.
lever,f9727a1b-731c-43af-8e98-b4ed68b647bd,Agile Defense,Field Deployment Analyst (CBP),https://jobs.lever.co/agile-defense/f9727a1b-731c-43af-8e98-b4ed68b647bd,Remote,remote,,70000,80000,0,reject,,"Published salary ceiling is below $90,000."
